name,country,visibility,difficulty,mentions,volume,volume_trend,intents
OLX Brasil: imóveis e carros em Campo Grande (MS),br,24,69,1,10080,82;90;99;99;99;100;100;99;100;100;100;100,task:3;informational:18;navigational:62;commercial:7;transactional:10
Geladeiras GE e assistência (General Electric),br,24,49,3,7034,27;72;74;81;96;98;98;93;100;99;100;100,task:2;informational:60;navigational:9;commercial:22;transactional:7
Geladeiras Esmaltec,br,24,50,2,6493,53;59;61;32;93;94;94;100;46;46;46;46,task:2;informational:53;navigational:14;commercial:22;transactional:9
Geladeiras Samsung com tela e tecnologia Hub,br,24,79,2,6328,86;98;100;50;71;72;73;83;92;98;91;91,task:5;informational:55;navigational:8;commercial:21;transactional:11
Refrigeração de Fiorino,br,24,26,2,5393,100;32;30;29;26;27;27;100;100;100;100;100,task:13;informational:66;navigational:2;commercial:13;transactional:6
Transformadores de Microondas,br,24,44,8,4087,22;30;30;33;79;81;81;100;84;84;85;84,task:8;informational:62;navigational:5;commercial:16;transactional:9
Geladeiras Havan e eletrodomésticos,br,24,49,13,3427,86;99;100;56;50;53;53;57;61;69;65;75,task:2;informational:35;navigational:24;commercial:19;transactional:20
OLX Roraima Classificados,br,24,71,1,3306,63;91;95;91;91;96;96;100;100;100;100;97,task:1;informational:11;navigational:77;commercial:4;transactional:7
"Sabão para lava e seca: tipos, usos e dicas",br,24,46,3,3299,80;79;83;92;69;67;66;83;87;90;90;100,informational:77;navigational:5;commercial:14;transactional:4
Fornos Elétricos com Vapor,br,24,30,6,2129,66;75;47;73;81;82;82;92;99;99;100;100,task:6;informational:63;navigational:4;commercial:25;transactional:2
Geladeiras Panasonic com Econavi,br,24,67,1,1739,14;35;35;42;34;28;28;52;44;100;65;73,task:2;informational:64;navigational:12;commercial:16;transactional:6
Cooktops de Indução Philco,br,24,87,1,1633,11;30;33;29;28;34;31;73;67;100;92;81,task:2;informational:63;navigational:3;commercial:22;transactional:10
Travas e Fechaduras para Geladeira,br,24,57,2,1581,97;53;51;52;55;62;62;73;72;72;93;100,task:2;informational:62;navigational:5;commercial:20;transactional:11
Máquinas de lavar Colormaq Pioneer,br,24,45,1,1363,8;20;28;22;25;17;13;10;9;100;86;88,task:3;informational:33;navigational:38;commercial:22;transactional:4
Secadoras Fischer 8kg,br,24,32,2,1349,48;64;67;57;62;64;56;100;82;95;60;65,task:1;informational:47;navigational:30;commercial:14;transactional:8
Fogões Continental 4 a 5 Bocas,br,24,69,1,1219,80;99;100;93;87;92;93;94;97;97;100;100,task:3;informational:44;navigational:11;commercial:32;transactional:10
Philco Retro: Geladeiras e Pipoqueiras,br,24,75,1,1194,87;100;54;56;46;48;49;43;51;53;47;46,task:2;informational:73;navigational:6;commercial:13;transactional:6
Mercado Livre Micro-ondas,br,24,63,4,1189,64;96;100;91;97;82;82;83;81;81;79;77,task:3;informational:17;navigational:42;commercial:15;transactional:23
Frigobares 120 litros e similares,br,24,51,6,1079,33;100;100;85;71;64;58;85;89;97;67;77,task:1;informational:49;navigational:4;commercial:39;transactional:7
Freezers de 250 litros,br,24,49,4,995,5;11;13;9;9;9;25;17;21;100;80;80,task:3;informational:49;navigational:4;commercial:33;transactional:11
Freezers 530–534 litros,br,24,39,3,956,17;24;34;31;31;28;58;61;38;89;68;100,task:3;informational:46;navigational:11;commercial:32;transactional:8
Freezers de 400 litros,br,24,54,2,923,43;61;63;59;58;61;61;56;90;100;70;66,task:10;informational:39;navigational:4;commercial:34;transactional:13
Casas Bahia: Aspiradores e Fogões,br,24,53,3,866,19;28;27;25;36;37;51;48;42;100;92;62,task:3;informational:16;navigational:52;commercial:12;transactional:17
Fogões GE 4 a 6 bocas,br,24,33,2,825,49;62;64;67;65;67;65;100;79;80;76;77,task:1;informational:47;navigational:5;commercial:37;transactional:10
Magazine Luiza em Cuiabá e Pantanal,br,24,44,2,788,61;90;92;89;83;88;88;100;79;76;84;85,task:5;informational:36;navigational:42;commercial:8;transactional:9
OLX São Bernardo do Campo,br,24,89,1,740,43;62;65;63;51;100;92;58;57;62;62;99,task:7;informational:11;navigational:67;commercial:4;transactional:11
Cooktops 2 bocas Tramontina e marcas similares,br,24,43,3,734,19;51;78;43;48;37;30;63;40;33;31;100,task:3;informational:42;navigational:5;commercial:32;transactional:18
Lavadoras Consul 16kg,br,24,85,1,718,50;72;73;66;64;81;93;98;68;74;94;100,task:3;informational:44;navigational:8;commercial:29;transactional:16
Leleo Móveis Brasil,br,24,58,1,714,65;84;84;83;68;74;73;100;87;74;74;73,task:1;informational:11;navigational:72;commercial:7;transactional:9
Adegas e Cervejeiras Elettromec,br,24,30,1,639,74;92;94;89;83;97;97;100;93;94;93;92,task:7;informational:38;navigational:18;commercial:16;transactional:21
Reparo de Geladeiras e Lavadoras em Joinville,br,24,31,7,600,16;22;21;22;22;18;18;21;17;18;82;100,task:3;informational:35;navigational:10;commercial:47;transactional:5
Lavadoras Britânia,br,24,77,1,598,58;78;85;76;75;87;88;76;74;75;78;100,task:4;informational:45;navigational:13;commercial:18;transactional:20
Machines à laver,br,24,34,2,598,24;66;70;56;52;42;40;100;76;53;51;52,task:4;informational:64;navigational:4;commercial:22;transactional:6
Lavadoras Electrolux 7kg,br,24,39,2,539,44;97;100;89;55;56;58;57;55;46;41;52,task:3;informational:39;navigational:7;commercial:21;transactional:30
Fogões Dako Supreme com Timer de Vidro,br,24,62,1,464,37;41;46;44;37;36;85;34;35;100;79;97,task:13;informational:42;navigational:5;commercial:20;transactional:20
Peças para Ar Condicionado Consul,br,24,33,3,446,57;66;68;52;51;50;54;72;43;99;87;100,task:2;informational:29;navigational:7;commercial:48;transactional:14
Hiper Móveis e Eletro,br,24,47,1,423,34;37;37;36;64;37;38;100;36;40;23;23,task:2;informational:40;navigational:36;commercial:14;transactional:8
Tecnolar: Distribuição de Peças e Acessórios,br,24,64,5,417,52;94;100;94;91;75;75;94;83;79;71;73,task:7;informational:20;navigational:38;commercial:27;transactional:8
Coifas para fogão de 6 bocas,br,24,52,4,386,33;56;80;66;55;51;37;100;81;35;32;38,task:2;informational:35;navigational:4;commercial:49;transactional:10
Fogões Gazin,br,24,48,3,372,33;46;46;39;52;58;72;40;91;100;38;39,task:7;informational:27;navigational:36;commercial:11;transactional:19
Frases populares brasileiras,br,24,64,3,372,26;73;76;66;64;43;29;100;46;29;35;34,task:3;informational:65;navigational:7;commercial:19;transactional:6
Geladeiras CRB36 Consul,br,24,81,1,354,59;72;78;72;71;72;69;57;53;100;90;92,task:2;informational:64;navigational:10;commercial:21;transactional:3
Geladeiras Liebherr,br,24,49,1,352,10;12;14;22;100;80;53;30;21;62;45;84,task:3;informational:43;navigational:12;commercial:15;transactional:27
Refrigeração Refricenter Brasil,br,24,30,12,343,41;72;75;100;58;71;69;72;70;79;81;81,task:3;informational:12;navigational:70;commercial:10;transactional:5
"Lavadoras de roupas 8,5 kg",br,24,59,2,303,13;29;29;22;24;35;40;100;66;66;39;43,task:10;informational:48;navigational:4;commercial:34;transactional:4
Vantec Máquinas e Soluções,br,24,29,1,262,33;60;70;43;81;100;40;38;38;76;68;65,task:3;informational:28;navigational:57;commercial:7;transactional:5
Adegas com Coolers,br,24,41,7,242,43;72;83;59;87;75;66;77;66;100;90;100,task:7;informational:53;navigational:5;commercial:23;transactional:12
Consel Serviços e Concursos,br,24,44,2,225,11;11;12;60;61;69;48;100;81;77;66;17,task:7;informational:33;navigational:42;commercial:11;transactional:7
Luzitana Refrigeração e Assistência Técnica,br,24,33,1,217,29;38;44;40;30;32;31;45;81;100;31;31,task:4;informational:40;navigational:30;commercial:16;transactional:10
Botões de Cooktop Fischer,br,24,72,1,215,92;98;100;96;94;93;94;94;78;80;79;79,task:5;informational:54;navigational:4;commercial:25;transactional:12
Cervejeiras Esmaltec,br,24,53,1,209,10;15;19;16;16;26;19;100;82;23;20;22,task:3;informational:43;navigational:33;commercial:8;transactional:13
Fogões Gourmet e Profissionais,br,24,38,9,209,13;16;17;20;19;19;38;100;76;28;26;33,task:7;informational:41;navigational:8;commercial:33;transactional:11
Peças grátis Freemaq Campinas,br,24,48,3,184,48;53;58;54;55;73;70;100;81;69;72;67,task:3;informational:39;navigational:30;commercial:20;transactional:8
Refrigeração Pinguim,br,24,64,1,181,79;90;96;94;94;97;97;98;96;100;100;100,task:3;informational:28;navigational:34;commercial:31;transactional:4
Fogões Smeg e Cooktops,br,24,28,1,179,33;36;39;99;100;43;42;53;49;47;49;47,task:3;informational:44;navigational:12;commercial:18;transactional:23
Geladeiras Consul 360 litros,br,24,87,1,175,16;23;27;21;34;30;50;100;62;30;30;21,task:3;informational:38;navigational:23;commercial:31;transactional:5
Fornos Kilocal,br,24,42,1,142,78;78;86;88;86;87;88;94;96;96;100;96,task:7;informational:21;navigational:51;commercial:10;transactional:11
Refrigeração Reconfrio,br,24,38,1,136,76;82;84;84;84;86;86;92;100;100;100;100,task:3;informational:12;navigational:67;commercial:10;transactional:8
Glacial Refrigeração e Peças,br,24,33,1,112,21;22;23;21;35;20;20;20;24;24;100;27,task:3;informational:21;navigational:41;commercial:31;transactional:4
Metalurgia e Bimetal Cuiabá,br,24,46,1,97,49;100;91;59;61;60;60;63;61;57;57;57,task:7;informational:25;navigational:33;commercial:20;transactional:15
Cozinha Modular com Cooktop,br,24,58,1,79,26;48;74;72;100;100;66;57;58;24;24;24,task:3;informational:59;navigational:1;commercial:29;transactional:8
União Refrigeração,br,24,47,1,53,22;25;30;29;37;27;27;28;100;97;41;26,task:1;informational:34;navigational:35;commercial:28;transactional:2
Micro-ondas: Não Esquentando,br,23,60,5,27577,79;85;88;94;97;98;98;99;100;100;100;100,task:8;informational:75;navigational:4;commercial:5;transactional:8
Vedação de Geladeira: borrachas e gaxetas,br,23,62,9,23867,21;24;33;67;91;91;91;99;100;100;100;100,task:5;informational:63;navigational:4;commercial:16;transactional:12
Açúcar para cozinha e fogão,br,23,69,4,21388,33;34;35;42;87;88;87;99;100;100;100;100,task:5;informational:49;navigational:4;commercial:34;transactional:8
Panelas para lava-louças,br,23,33,3,12385,26;32;49;62;93;94;95;94;100;100;100;100,task:5;informational:61;navigational:6;commercial:19;transactional:9
Pratos de Micro-ondas,br,23,40,4,10088,22;28;35;50;91;93;93;100;94;94;94;94,task:5;informational:56;navigational:4;commercial:26;transactional:9
Resistências de fornos elétricos,br,23,33,4,8648,27;31;19;48;76;77;77;100;95;95;94;94,task:2;informational:64;navigational:4;commercial:20;transactional:10
Geladeiras Electrolux 480 litros,br,23,46,3,8543,71;80;45;100;48;49;50;52;55;55;55;55,task:2;informational:60;navigational:10;commercial:20;transactional:8
Peças de Refrigeração,br,23,63,3,7894,67;97;100;92;64;65;65;69;72;72;72;71,task:8;informational:48;navigational:20;commercial:16;transactional:8
Cooktops Philco de Indução,br,23,70,3,5195,88;97;100;100;46;47;47;47;50;50;50;49,task:2;informational:45;navigational:16;commercial:18;transactional:19
Fogões Dako Diplomata 5 Bocas com Grill,br,23,50,2,4951,85;97;100;55;74;75;76;63;62;63;67;64,task:8;informational:37;navigational:5;commercial:25;transactional:25
Casas Bahia Tech: iPhones e Eletrodomésticos,br,23,44,3,4906,89;98;100;48;47;48;49;50;51;51;52;51,task:2;informational:50;navigational:20;commercial:10;transactional:18
Micro-ondas Electrolux 36L,br,23,48,2,4535,86;97;100;53;54;55;55;54;54;64;61;59,task:2;informational:41;navigational:15;commercial:21;transactional:21
Peças para Micro-ondas e Eletrodomésticos,br,23,60,12,4114,23;33;40;55;98;100;100;73;61;61;62;62,task:10;informational:42;navigational:4;commercial:28;transactional:16
Kitchen Renovation & Makeover Ideas,br,23,63,1,3693,77;95;100;83;37;38;38;82;78;78;78;78,task:8;informational:75;navigational:2;commercial:10;transactional:5
Coifas de Parede 90 cm,br,23,28,6,3677,88;100;100;68;87;90;91;74;70;70;73;73,informational:31;navigational:1;commercial:55;transactional:13
Microwave Appliances & Terminology,br,23,57,3,2996,31;37;37;37;97;97;95;100;97;97;98;98,task:2;informational:61;navigational:1;commercial:32;transactional:4
Forno a gás no Brasil,br,23,20,4,2880,84;98;99;62;96;100;100;91;93;93;92;92,task:2;informational:56;navigational:4;commercial:32;transactional:6
Freezers: melhores preços e marcas,br,23,48,13,2330,23;31;30;73;96;99;100;83;100;100;97;100,task:5;informational:24;navigational:4;commercial:57;transactional:10
Eletrobombas para eletrodomésticos,br,23,51,13,2251,54;62;63;41;42;44;44;84;84;85;95;100,informational:54;navigational:4;commercial:30;transactional:12
Eletrodomésticos Havan,br,23,47,9,2021,83;100;54;63;63;67;68;60;58;56;57;57,task:1;informational:26;navigational:41;commercial:9;transactional:23
Forno de Embutir Philco,br,23,87,1,1916,69;95;95;89;76;82;87;70;78;78;95;100,task:3;informational:30;navigational:26;commercial:20;transactional:21
Geladeiras Samsung Inverter RT46,br,23,92,1,1849,39;81;82;71;75;49;48;100;61;86;73;79,task:5;informational:50;navigational:28;commercial:8;transactional:9
Geladeiras LG 451 L,br,23,75,1,1800,10;34;37;32;41;36;31;54;83;100;73;84,task:3;informational:41;navigational:18;commercial:17;transactional:21
Geladeiras Electrolux de vidro preto,br,23,77,1,1697,6;20;25;7;36;24;24;71;59;100;89;91,task:3;informational:54;navigational:2;commercial:21;transactional:20
Micro-ondas Fischer Embutir,br,23,61,1,1662,79;89;87;63;63;64;67;85;91;99;100;97,task:2;informational:41;navigational:15;commercial:18;transactional:24
Geladeiras Midea 411 litros,br,23,81,1,1643,70;81;83;72;67;71;72;61;85;100;67;67,task:5;informational:61;navigational:6;commercial:16;transactional:12
fornos elétricos Fischer 44L,br,23,42,2,1623,84;96;96;93;96;98;100;88;52;53;100;100,task:2;informational:49;navigational:22;commercial:15;transactional:12
Forno Elétrico de Embutir,br,23,40,5,1560,84;99;100;98;86;88;97;66;67;69;69;69,task:5;informational:41;navigational:4;commercial:39;transactional:11
Fogões Esmaltec Ágata de 5 bocas,br,23,58,1,1454,71;99;100;92;83;88;89;85;95;95;95;94,task:3;informational:24;navigational:24;commercial:31;transactional:18
Geladeiras Smeg,br,23,55,1,1443,54;74;75;71;78;89;90;91;95;96;98;100,task:10;informational:53;navigational:6;commercial:18;transactional:13
Fogões a gás: tipos e modelos,br,23,56,3,1320,56;66;70;100;97;99;99;47;56;75;68;70,task:3;informational:63;navigational:2;commercial:24;transactional:8
Miele Eletrodomésticos Brasil,br,23,48,1,1311,21;26;27;27;99;100;98;30;30;30;30;30,informational:46;navigational:41;commercial:9;transactional:4
Consórcios de Eletrodomésticos e Móveis,br,23,33,3,1293,51;56;56;43;57;62;62;100;54;60;69;64,task:2;informational:52;navigational:4;commercial:38;transactional:4
LG lava e seca 10kg,br,23,54,3,1254,48;81;91;76;64;51;50;98;63;77;85;100,task:5;informational:21;navigational:10;commercial:20;transactional:44
Fogões Esmaltec Veneza 4 Bocas,br,23,46,2,1225,64;93;100;57;57;53;62;96;72;95;75;92,task:2;informational:36;navigational:24;commercial:33;transactional:5
geladeira Electrolux IB54S,br,23,73,1,1223,11;52;61;41;29;30;50;100;67;85;59;75,task:3;informational:43;navigational:35;commercial:9;transactional:10
Grelhas e Grades para Forno,br,23,55,8,1210,29;37;38;48;74;83;77;58;93;100;98;100,task:5;informational:34;navigational:1;commercial:46;transactional:14
Geladeiras BB53 Panasonic Frost Free 425L,br,23,46,2,1190,7;35;40;28;24;28;26;67;45;100;76;71,task:7;informational:37;navigational:8;commercial:28;transactional:20
borrachas para máquina de lavar,br,23,55,12,1181,28;35;34;58;67;53;48;100;62;69;66;76,task:2;informational:55;navigational:5;commercial:18;transactional:20
